"Name","rarity","tier","gearScore","type","itemType","description"
"Infused Silk Courtier Gloves","","5","","item","armor","Is there a better way to express your social superiority than by wearing silk infused with the most powerful substance in the known world? What it lacks in protection it makes up for in reminding others that you are better than them."
"Infused Silk Duelist Trousers","","5","","item","armor","Duelist's clothing made from silk infused with Azoth. Ultralight and maximally mobile, this clothing is designed for a fighter who wishes to avoid damage instead of absorb it."
"Infused Silk Sage Trousers","","5","","item","armor","A sage's clothing made of Azoth-infused silk, offering the pinnacle of both comfort and elemental protection."
"Infused Silk Officer Trousers","","5","","item","armor","Officer's apparel crafted with Azoth-infused silk. Quite protective for its light weight."
"Infused Silk Courtier Trousers","","5","","item","armor","Is there a better way to express your social superiority than by wearing silk infused with the most powerful substance in the known world? What it lacks in protection it makes up for in reminding others that you are better than them."
"Infused Silk Duelist Shoes","","5","","item","armor","Duelist's clothing made from silk infused with Azoth. Ultralight and maximally mobile, this clothing is designed for a fighter who wishes to avoid damage instead of absorb it."
"Infused Silk Sage Shoes","","5","","item","armor","A sage's clothing made of Azoth-infused silk, offering the pinnacle of both comfort and elemental protection."
"Infused Silk Officer Shoes","","5","","item","armor","Officer's apparel crafted with Azoth-infused silk. Quite protective for its light weight."
"Infused Silk Courtier Shoes","","5","","item","armor","Is there a better way to express your social superiority than by wearing silk infused with the most powerful substance in the known world? What it lacks in protection it makes up for in reminding others that you are better than them."
"Messenger of the Damned","","5","","item","armor","""It was a simple message. They were coming, and they were very well prepared."""
"Wicked Muzzle","","5","","item","armor","""You have a feeling the bite may be worse than the bark in this case."""
"Nature's Recourse","","5","","item","armor","""There is a deep sense of comfort hidden within the forest, and an even deeper sense of sorrow."""
"Dauntless Cry","","5","","item","armor","""Dive in, headlong. Let the enemy know you approach. It's fairer that way."""
"Fanged Mask","","5","","item","armor","A trimmed, plate mask."
"Unholy Silence of the Ranger","Epic","5","","item","armor","""..."""
"Protector's Vindication of the Soldier","Epic","5","","item","armor","""Eventually they would be the one that is saved. Unfortunately, that would come long past their time."""
"Burden of Despair of the Scholar","Epic","5","","item","armor","""Not for what is or has been, but for what is to come."""
"Malevolent Defender of the Sage","Epic","5","","item","armor","""While nature is quite adept at reclaiming things lost to time, it is more efficient to not lose them in the first place."""
"Mark of Suppression of the Sentry","Epic","5","","item","armor","""Less of a warning for the wearer as it is for those who have the misfortune of seeing it."""
"Carved Mask of the Ranger","Epic","5","","item","armor","A carved wooden mask."
"Carved Mask of the Scholar","Epic","5","","item","armor","A carved wooden mask."
"Cael's Veil","","5","","item","armor","""In each lie there may be truths, and in each truth there may be lies. The difference stops mattering after so long lived."""
"Mask of the Demon","","5","","item","armor","""Buried in the darkest souls, heart both burning and chilling cold, waits the demon with cunning bold."""
"Orichalcum Stalwart Amulet of the Sentry","Common","5","","item","armor",""
"Orichalcum Barbarian Amulet of the Soldier","Common","5","","item","armor",""
"Orichalcum Ranger Amulet of the Ranger","Common","5","","item","armor",""
"Orichalcum Scholar Amulet of the Scholar","Common","5","","item","armor",""
"Orichalcum Sage Amulet of the Sage","Common","5","","item","armor",""
"Orichalcum Cleric Amulet of the Cleric","Common","5","","item","armor",""
"Orichalcum Soldier Amulet of the Barbarian","Common","5","","item","armor",""
"Orichalcum Brigand Amulet of the Brigand","Common","5","","item","armor",""
"Orichalcum Battlemage Amulet of the Occultist","Common","5","","item","armor",""
"Orichalcum Monk Amulet of the Monk","Common","5","","item","armor",""
"Orichalcum Duelist Amulet of the Duelist","Common","5","","item","armor",""
"Orichalcum Magician Amulet of the Mage","Common","5","","item","armor",""
"Orichalcum Stalwart Ring of the Sentry","Common","5","","item","armor",""
"Orichalcum Barbarian Ring of the Soldier","Common","5","","item","armor",""
"Orichalcum Ranger Ring of the Ranger","Common","5","","item","armor",""
"Orichalcum Scholar Ring of the Scholar","Common","5","","item","armor",""
"Orichalcum Sage Ring of the Sage","Common","5","","item","armor",""
"Orichalcum Cleric Ring of the Cleric","Common","5","","item","armor",""
"Orichalcum Soldier Ring of the Barbarian","Common","5","","item","armor",""
"Orichalcum Brigand Ring of the Brigand","Common","5","","item","armor",""
"Orichalcum Battlemage Ring of the Occultist","Common","5","","item","armor",""
"Orichalcum Monk Ring of the Monk","Common","5","","item","armor",""
"Orichalcum Duelist Ring of the Duelist","Common","5","","item","armor",""
"Orichalcum Magician Ring of the Mage","Common","5","","item","armor",""
"Orichalcum Stalwart Earring of the Sentry","Common","5","","item","armor",""
"Orichalcum Barbarian Earring of the Soldier","Common","5","","item","armor",""
"Orichalcum Ranger Earring of the Ranger","Common","5","","item","armor",""
"Orichalcum Scholar Earring of the Scholar","Common","5","","item","armor",""
"Orichalcum Sage Earring of the Sage","Common","5","","item","armor",""
"Orichalcum Cleric Earring of the Cleric","Common","5","","item","armor",""
"Orichalcum Soldier Earring of the Barbarian","Common","5","","item","armor",""
"Orichalcum Brigand Earring of the Brigand","Common","5","","item","armor",""
"Orichalcum Battlemage Earring of the Occultist","Common","5","","item","armor",""
"Orichalcum Monk Earring of the Monk","Common","5","","item","armor",""
"Orichalcum Duelist Earring of the Duelist","Common","5","","item","armor",""
"Orichalcum Magician Earring of the Mage","Common","5","","item","armor",""
"Infused Health Potion","","5","500","item","consumable","USE: Restore a large portion of your Health."
"Infused Mana Potion","","5","500","item","consumable","USE: Restores all of your Mana."
"Infused Regeneration Potion","","5","500","item","consumable","USE: Restores a significant amount of Health and Mana."
"Infused Endurance Potion","","5","500","item","consumable","USE: Increases Stamina Regeneration Rate by an exceptional amount for a short time."
"Infused Focus Potion","","5","500","item","consumable","USE: Increases Mana Regeneration Rate by an exceptional amount for ${60} seconds."
"Infused Encumbrance Potion","","5","500","item","consumable","USE: Increases Encumbrance Limit by an exceptional amount for a short time."
"Infused Beast Coating","","5","500","item","consumable","USE: Apply to currently drawn weapon. Gives a maximal bonus to damage against Beasts. Lasts for ${20} minutes or upon unequip, whichever comes first. Only one Coating may be applied to a weapon at a time. Coatings stack with Weapon Traits."
"Infused Lost Coating","","5","500","item","consumable","USE: Apply to currently drawn weapon. Gives a maximal bonus to damage against Lost. Lasts for ${20} minutes or upon unequip, whichever comes first. Only one Coating may be applied to a weapon at a time. Coatings stack with Weapon Traits."
"Infused Corrupted Coating","","5","500","item","consumable","USE: Apply to currently drawn weapon. Gives a maximal bonus to damage against Corrupted. Lasts for ${20} minutes or upon unequip, whichever comes first. Only one Coating may be applied to a weapon at a time. Coatings stack with Weapon Traits."
"Infused Ancient Coating","","5","500","item","consumable","USE: Apply to currently drawn weapon. Gives a maximal bonus to damage against Ancients. Lasts for ${20} minutes or upon unequip, whichever comes first. Only one Coating may be applied to a weapon at a time. Coatings stack with Weapon Traits."
"Infused Angry Earth Coating","","5","500","item","consumable","USE: Apply to currently drawn weapon. Gives a maximal bonus to damage against Angry Earth. Lasts for ${20} minutes or upon unequip, whichever comes first. Only one Coating may be applied to a weapon at a time. Coatings stack with Weapon Traits."
"Infused Corruption Tincture","","5","500","item","consumable","USE: Fully remove the Corruption Affliction and gain immunity to it for a short time."
"Infused Blight Tincture","","5","500","item","consumable","USE: Fully remove the Blight Affliction and gain immunity to it for a short time."
"Powerful Freezing Tincture","","5","500","item","consumable","USE: Recover 60 Frostbite Resistance. Provides maximum resistance to Frostbite for a short time."
"Infused Fire Absorption Potion","","5","500","item","consumable","USE: Increases Fire Absorption by ${15}% for ${30} seconds. Only one Boost can be active at a time."
"Infused Arcane Absorption Potion","","5","500","item","consumable","USE: Increases Arcane Absorption by ${15}% for ${30} seconds. Only one Boost can be active at a time."
"Infused Nature Absorption Potion","","5","500","item","consumable","USE: Increases Nature Absorption by ${15}% for ${30} seconds. Only one Boost can be active at a time."
"Infused Lightning Absorption Potion","","5","500","item","consumable","USE: Increases Lightning Absorption by ${15}% for ${30} seconds. Only one Boost can be active at a time."
"Infused Void Absorption Potion","","5","500","item","consumable","USE: Increases Void Absorption by ${15}% for ${30} seconds. Only one Boost can be active at a time."
"Infused Lost Ward Potion","","5","500","item","consumable","Increases damage absorption from Lost by ${15}% for ${30} seconds or after receiving damage ${15} times."
"Infused Corrupted Ward Potion","","5","500","item","consumable","Increases damage absorption from Corrupted by ${15}% for ${30} seconds or after receiving damage ${15} times."
"Infused Angry Earth Ward Potion","","5","500","item","consumable","Increases damage absorption from Angry Earth by ${15}% for ${30} seconds or after receiving damage ${15} times."
"Infused Ancient Ward Potion","","5","500","item","consumable","Increases damage absorption from Ancients by ${15}% for ${30} seconds or after receiving damage ${15} times."
"Infused Beast Ward Potion","","5","500","item","consumable","Increases damage absorption from Beasts by ${15}% for ${30} seconds or after receiving damage ${15} times."
"Powerful Honing Stone","","5","","item","consumable","Increases weapon damage by ${7.000000000000001}% for ${30} minutes."
"Powerful Proficiency Booster","","5","","item","consumable","Increases the amount of resources gathered with a tool by ${15}% for ${30} minutes."
"Powerful Oakflesh Balm","","5","","item","consumable","Increases absorption of Physical damage types by ${35}% for ${20} seconds or until any damage is received ${15} times."
"Powerful Incense","","5","","item","consumable","Increases resistance to all Afflictions by ${50} for ${30} minutes."
"Powerful Gemstone Dust","","5","","item","consumable","Increases absorption of Elemental damage types by ${35}% for ${20} seconds or until any damage is received ${15} times."
"Orichalcum Skinning Knife","","5","","item","weapon","1-Handed. A Skinning Knife made of Orichalcum. Used to field dress most animals."
"Orichalcum Harvesting Sickle","","5","","item","weapon","1-Handed. A Harvesting Sickle made of Orichalcum. Used to gather most plants."
"Orichalcum Logging Axe","","5","","item","weapon","2-Handed. A Logging Axe made of Orichalcum. Used to gather trees."
"Orichalcum Mining Pickaxe","","5","","item","weapon","2-Handed. A Mining Pick made of Orichalcum. Used to gather boulders and ore veins."
"Ironwood Fishing Pole","","5","","item","weapon","2-Handed. Gathers fish from open water and fishing hotspots."
"Orichalcum Longsword","","5","","item","weapon","1-Handed. A Longsword made of Orichalcum. Favors Strength for dealing damage, but Dexterity also contributes."
"Orichalcum Rapier","","5","","item","weapon","1-Handed. A Rapier made of Orichalcum. Favors Dexterity and Intelligence for dealing damage."
"Orichalcum Hatchet","","5","","item","weapon","1-Handed. A Hatchet made of Orichalcum. Favors Strength for dealing damage, but Dexterity also contributes. Can be thrown."
"Orichalcum War Hammer","","5","","item","weapon","2-Handed. A War Hammer made of Orichalcum. Exclusively favors Strength for dealing damage."
"Orichalcum Great Axe","","5","","item","weapon","2-Handed. A Great Axe made of Orichalcum. Exclusively favors Strength for dealing damage."
"Ironwood Spear","","5","","item","weapon","2-Handed. A Spear with an Ironwood haft. Favors Dexterity for dealing damage, but Strength also contributes. Can be thrown."
"Ironwood Bow","","5","","item","weapon","2-Handed. A Bow made of Ironwood. Exclusively favors Dexterity for dealing damage. Fires Arrows."
"Orichalcum Musket","","5","","item","weapon","2-Handed. A Musket made of Orichalcum. Favors Dexterity and Intelligence for dealing damage. Fires Cartridges."
"Orichalcum Fire Staff","","5","","item","weapon","2-Handed. An orichalcum staff that is used to channel Fire Magic."
"Orichalcum Life Staff","","5","","item","weapon","2-handed. An orichalcum staff that is used to channel Life Magic."
"Orichalcum Round Shield","","5","","item","weapon","A Round Shield made of Orichalcum."
"Orichalcum Kite Shield","","5","","item","weapon","A Kite Shield made of Orichalcum."
"Orichalcum Tower Shield","","5","","item","weapon","A Tower Shield made of Orichalcum."
"Orichalcum Siege Hammer","","5","","item","weapon","2-Handed. A Siege Hammer made of Orichalcum. Designed for destroying structures, and most effective when used on gates. Exclusively favors Strength for dealing damage."
"Orichalcum Ice Gauntlet","","5","","item","weapon","A magical gauntlet that channels the Ice element."
"Fireproof Pristine Ruby Amulet","Common","5","","item","armor","An amulet with an embedded ruby gem."
"Iceproof Pristine Aquamarine Amulet","Common","5","","item","armor","An amulet with an embedded aquamarine gem."
"Empowered Pristine Sapphire Amulet","Common","5","","item","armor","An amulet with an embedded sapphire gem."
"Reinforced Pristine Onyx Amulet","Common","5","","item","armor","An amulet with an embedded onyx gem."
"Imbued Pristine Opal Amulet","Common","5","","item","armor","An amulet with an embedded opal gem."
"Primeval Pristine Diamond Amulet","Common","5","","item","armor","An amulet with an embedded diamond gem."
"Padded Pristine Jasper Amulet","Common","5","","item","armor","An amulet with an embedded jasper gem."
"Tempered Pristine Emerald Amulet","Common","5","","item","armor","An amulet with an embedded emerald gem."
"Spectral Pristine Malachite Amulet","Common","5","","item","armor","An amulet with an embedded malachite gem."
"Burnished Pristine Moonstone Amulet","Common","5","","item","armor","An amulet with an embedded moonstone gem."
"Insulated Pristine Topaz Amulet","Common","5","","item","armor","An amulet with an embedded topaz gem."
"Abyssal Pristine Amethyst Amulet","Common","5","","item","armor","An amulet with an embedded amethyst gem."
"Pristine Pearl Amulet","Common","5","","item","armor","An amulet with an embedded pearl."
"Arboreal Pristine Amber Amulet","Common","5","","item","armor","An amulet with an embedded amber gem."
"Pristine Carnelian Amulet","Common","5","","item","armor","An amulet with an embedded carnelian gem."
"Fireproof Pristine Ruby Ring","Common","5","","item","armor","A ring with an embedded ruby gem."
"Iceproof Pristine Aquamarine Ring","Common","5","","item","armor","A ring with an embedded aquamarine gem."
"Empowered Pristine Sapphire Ring","Common","5","","item","armor","A ring with an embedded sapphire gem."
"Reinforced Pristine Onyx Ring","Common","5","","item","armor","A ring with an embedded onyx gem."
"Imbued Pristine Opal Ring","Common","5","","item","armor","A ring with an embedded opal gem."
"Primeval Pristine Diamond Ring","Common","5","","item","armor","A ring with an embedded diamond gem."
"Padded Pristine Jasper Ring","Common","5","","item","armor","A ring with an embedded jasper gem."
"Tempered Pristine Emerald Ring","Common","5","","item","armor","A ring with an embedded emerald gem."
"Spectral Pristine Malachite Ring","Common","5","","item","armor","A ring with an embedded malachite gem."
"Burnished Pristine Moonstone Ring","Common","5","","item","armor","A ring with an embedded moonstone gem."
"Insulated Pristine Topaz Ring","Common","5","","item","armor","A ring with an embedded topaz gem."
"Abyssal Pristine Amethyst Ring","Common","5","","item","armor","A ring with an embedded amethyst gem."
"Pristine Pearl Ring","Common","5","","item","armor","A ring with an embedded pearl."
"Arboreal Pristine Amber Ring","Common","5","","item","armor","A ring with an embedded amber gem."
"Pristine Carnelian Ring","Common","5","","item","armor","A ring with an embedded carnelian gem."
"Fireproof Pristine Ruby Earring","Common","5","","item","armor","An earring with an embedded ruby gem."
"Iceproof Pristine Aquamarine Earring","Common","5","","item","armor","An earring with an embedded aquamarine gem."
"Empowered Pristine Sapphire Earring","Common","5","","item","armor","An earring with an embedded sapphire gem."
"Reinforced Pristine Onyx Earring","Common","5","","item","armor","An earring with an embedded onyx gem."
"Imbued Pristine Opal Earring","Common","5","","item","armor","An earring with an embedded opal gem."
"Primeval Pristine Diamond Earring","Common","5","","item","armor","An earring with an embedded diamond gem."
"Padded Pristine Jasper Earring","Common","5","","item","armor","An earring with an embedded jasper gem."
"Tempered Pristine Emerald Earring","Common","5","","item","armor","An earring with an embedded emerald gem."
"Spectral Pristine Malachite Earring","Common","5","","item","armor","An earring with an embedded malachite gem."
"Burnished Pristine Moonstone Earring","Common","5","","item","armor","An earring with an embedded moonstone gem."
"Insulated Pristine Topaz Earring","Common","5","","item","armor","An earring with an embedded topaz gem."
"Abyssal Pristine Amethyst Earring","Common","5","","item","armor","An earring with an embedded amethyst gem."
"Pristine Pearl Earring","Common","5","","item","armor","An earring with an embedded pearl."
"Arboreal Pristine Amber Earring","Common","5","","item","armor","An earring with an embedded amber gem."
"Pristine Carnelian Earring","Common","5","","item","armor","An earring with an embedded carnelian gem."
"Infused Leather Adventurer's Satchel","","5","","item","armor","An Adventurer's Satchel made from Infused Leather. Improves Encumbrance with minimal loss of mobility."
"Infused Leather Porter's Duffel","","5","","item","armor","A Porter's Duffel made from Infused Leather. Greatly improves Encumbrance at a cost to mobility."
"Orichalcum Plate Helm","","5","","item","armor","Plate armor. On the heavier side, but offers good overall protection."
"Orichalcum Heavy Helm","","5","","item","armor","Heavy plate armor. Very heavy, but offers excellent protection."
"Orichalcum Plate Breastplate","","5","","item","armor","Plate armor. On the heavier side, but offers good overall protection."
"Orichalcum Heavy Breastplate","","5","","item","armor","Heavy plate armor. Very heavy, but offers excellent protection."
"Orichalcum Plate Gauntlets","","5","","item","armor","Plate armor. On the heavier side, but offers good overall protection."
"Orichalcum Heavy Gauntlets","","5","","item","armor","Heavy plate armor. Very heavy, but offers excellent protection."
"Orichalcum Plate Greaves","","5","","item","armor","Plate armor. On the heavier side, but offers good overall protection."
"Orichalcum Heavy Greaves","","5","","item","armor","Heavy plate armor. Very heavy, but offers excellent protection."
"Orichalcum Plate Boots","","5","","item","armor","Plate armor. On the heavier side, but offers good overall protection."
"Orichalcum Heavy Boots","","5","","item","armor","Heavy plate armor. Very heavy, but offers excellent protection."
"Fur-Lined Orichalcum Helm","","5","","item","armor","This masterfully crafted armor has been lined with fur to better protect from the elements."
"Fur-Lined Orichalcum Breastplate","","5","","item","armor","This masterfully crafted armor has been lined with fur to better protect from the elements."
"Fur-Lined Orichalcum Gauntlets","","5","","item","armor","This masterfully crafted armor has been lined with fur to better protect from the elements."
"Fur-Lined Orichalcum Greaves","","5","","item","armor","This masterfully crafted armor has been lined with fur to better protect from the elements."
"Fur-Lined Orichalcum Boots","","5","","item","armor","This masterfully crafted armor has been lined with fur to better protect from the elements."
"Infused Leather Hat","","5","","item","armor","Leather armor. Offers a good balance of mobility and protection."
"Infused Fur Hat","","5","","item","armor","Fur armor. Good mobility and protection."
"Infused Leather Coat","","5","","item","armor","Leather armor. Offers a good balance of mobility and protection."
"Infused Fur Coat","","5","","item","armor","Fur armor. Good mobility and protection."
"Infused Leather Gloves","","5","","item","armor","Leather armor. Offers a good balance of mobility and protection."
"Infused Fur Gloves","","5","","item","armor","Fur armor. Good mobility and protection."
"Infused Leather Pants","","5","","item","armor","Leather armor. Offers a good balance of mobility and protection."
"Infused Fur Pants","","5","","item","armor","Fur armor. Good mobility and protection."
"Infused Leather Boots","","5","","item","armor","Leather armor. Offers a good balance of mobility and protection."
"Infused Fur Boots","","5","","item","armor","Fur armor. Good mobility and protection."
"Beasthunter Mask","","5","","item","armor","Armor made from various trophies taken from some of the toughest predators of Aeternum."
"Beasthunter Garb","","5","","item","armor","Armor made from various trophies taken from some of the toughest predators of Aeternum."
"Beasthunter Handwraps","","5","","item","armor","Armor made from various trophies taken from some of the toughest predators of Aeternum."
"Beasthunter Legwraps","","5","","item","armor","Armor made from various trophies taken from some of the toughest predators of Aeternum."
"Beasthunter Footwraps","","5","","item","armor","Armor made from various trophies taken from some of the toughest predators of Aeternum."
"Infused Silk Hat","","5","","item","armor","Cloth armor. Excellent mobility, but affords little protection."
"Infused Silk Robe Hat","","5","","item","armor","Cloth robes. Good mobility and improved protection from the elemlents."
"Infused Silk Shirt","","5","","item","armor","Cloth armor. Excellent mobility, but affords little protection."
"Infused Silk Robe","","5","","item","armor","Cloth robes. Good mobility and improved protection from the elemlents."
"Infused Silk Gloves","","5","","item","armor","Cloth armor. Excellent mobility, but affords little protection."
"Infused Silk Robe Gloves","","5","","item","armor","Cloth robes. Good mobility and improved protection from the elemlents."
"Infused Silk Pants","","5","","item","armor","Cloth armor. Excellent mobility, but affords little protection."
"Infused Silk Robe Pants","","5","","item","armor","Cloth robes. Good mobility and improved protection from the elemlents."
"Infused Silk Shoes","","5","","item","armor","Cloth armor. Excellent mobility, but affords little protection."
"Infused Silk Robe Shoes","","5","","item","armor","Cloth robes. Good mobility and improved protection from the elemlents."
"Shadewalker Mask","","5","","item","armor","This lightweight armor appears to absorb the very light around it."
"Shadewalker Robe","","5","","item","armor","This lightweight armor appears to absorb the very light around it."
"Shadewalker Handwraps","","5","","item","armor","This lightweight armor appears to absorb the very light around it."
"Shadewalker Leggings","","5","","item","armor","This lightweight armor appears to absorb the very light around it."
"Shadewalker Shoes","","5","","item","armor","This lightweight armor appears to absorb the very light around it."
"Lazarus Watcher Longsword","Common","5","","item","weapon","A replica of a longsword found in the Lazarus Instrumentality."
"Garden Keeper Longsword","Common","5","","item","weapon","A replica of a longsword found in the Garden of Genesis."
"Lazarus Watcher Hatchet","Common","5","","item","weapon","A replica of a hatchet found in the Lazarus Instrumentality."
"Garden Keeper Hatchet","Common","5","","item","weapon","A replica of a hatchet found in the Garden of Genesis."
"Lazarus Watcher War Hammer","Common","5","","item","weapon","A replica of a war hammer found in the Lazarus Instrumentality."
"Garden Keeper War Hammer","Common","5","","item","weapon","A replica of a war hammer found in the Garden of Genesis."
"Lazarus Watcher Great Axe","Common","5","","item","weapon","A replica of a great axe found in the Lazarus Instrumentality."
"Garden Keeper Great Axe","Common","5","","item","weapon","A replica of a great axe found in the Garden of Genesis."
"Lazarus Watcher Bow","Common","5","","item","weapon","A replica of a bow found in the Lazarus Instrumentality."
"Garden Keeper Bow","Common","5","","item","weapon","A replica of a bow found in the Garden of Genesis."
"Lazarus Watcher Musket","Common","5","","item","weapon","A replica of a musket found in the Lazarus Instrumentality."
"Garden Keeper Musket","Common","5","","item","weapon","A replica of a musket found in the Garden of Genesis."
"Lazarus Watcher Round Shield","Common","5","","item","weapon","A replica of a round shield found in the Lazarus Instrumentality."
"Garden Keeper Round Shield","Common","5","","item","weapon","A replica of a round shield found in the Garden of Genesis."
"Lazarus Watcher Kite Shield","Common","5","","item","weapon","A replica of a kite shield found in the Lazarus Instrumentality."
"Garden Keeper Kite Shield","Common","5","","item","weapon","A replica of a kite shield found in the Garden of Genesis."
"Lazarus Watcher Tower Shield","Common","5","","item","weapon","A replica of a tower shield found in the Lazarus Instrumentality."
"Garden Keeper Tower Shield","Common","5","","item","weapon","A replica of a tower shield found in the Garden of Genesis."
"Lazarus Watcher Fire Staff","Common","5","","item","weapon","A replica of a fire staff found in the Lazarus Instrumentality."
"Garden Keeper Fire Staff","Common","5","","item","weapon","A replica of a fire staff found in the Garden of Genesis."
"Lazarus Watcher Life Staff","Common","5","","item","weapon","A replica of a life staff found in the Lazarus Instrumentality."
"Garden Keeper Life Staff","Common","5","","item","weapon","A replica of a life staff found in the Garden of Genesis."
"Lazarus Watcher Rapier","Common","5","","item","weapon","A replica of a rapier found in the Lazarus Instrumentality."
"Garden Keeper Rapier","Common","5","","item","weapon","A replica of a rapier found in the Garden of Genesis."
"Lazarus Watcher Spear","Common","5","","item","weapon","A replica of a spear found in the Lazarus Instrumentality."
"Garden Keeper Spear","Common","5","","item","weapon","A replica of a spear found in the Garden of Genesis."
"Lazarus Watcher Ice Gauntlet","Common","5","","item","weapon","A replica of an Ice Gauntlet found in the Lazarus Instrumentality."
"Garden Keeper Ice Gauntlet","Common","5","","item","weapon","A replica of an Ice Gauntlet found in the Garden of Genesis."
"Guardian Plate Helm","Common","5","","item","armor","A replica of plate armor worn by Guardians."
"Dryad Guard Helm","Common","5","","item","armor","A replica of the armor of a Dryad Guard."
"Guardian Plate Chestguard","Common","5","","item","armor","A replica of plate armor worn by Guardians."
"Dryad Guard Breastplate","Common","5","","item","armor","A replica of the armor of a Dryad Guard."
"Guardian Plate Gauntlets","Common","5","","item","armor","A replica of plate armor worn by Guardians."
"Dryad Guard Gauntlets","Common","5","","item","armor","A replica of the armor of a Dryad Guard."
"Guardian Plate Greaves","Common","5","","item","armor","A replica of plate armor worn by Guardians."
"Dryad Guard Greaves","Common","5","","item","armor","A replica of the armor of a Dryad Guard."
"Guardian Plate Boots","Common","5","","item","armor","A replica of plate armor worn by Guardians."
"Dryad Guard Boots","Common","5","","item","armor","A replica of the armor of a Dryad Guard."
"Guardian Spearmarshal Hat","Common","5","","item","armor","A replica of the armor of a Guardian Spearmarshal."
"Dryad Stalker Hat","Common","5","","item","armor","A replica of the armor of an Dryad Stalker."
"Guardian Spearmarshal Coat","Common","5","","item","armor","A replica of the armor of a Guardian Spearmarshal."
