"rank","restaurant_name","emailaddress","zipcode","website","cuisine1","cuisine2","cuisine3","cuisine","phone_number","address","yellowpages_rating","yellowpages_review_count","tripadvisor_rating","tripadvisor_review_count"
"92. ","Abbyshire Place Skilled Nursing & Rehab Center","","45614","http://www.abbyshire.com","Nursing Homes-Skilled Nursing Facility","Rehabilitation Services","","Nursing Homes-Skilled Nursing Facility,Rehabilitation Services","(740) 446-7150","311 Buck Ridge Rd,Bidwell,OH","5","1","",""
"93. ","Lanfair Center For Rehabilitation & Nursing Care","","43130","http://altercareonline.com","Nursing Homes-Skilled Nursing Facility","","","Nursing Homes-Skilled Nursing Facility","(740) 687-5100","1590 Chartwell St,Lancaster,OH","5","1","",""
"94. ","Lange Commercial Cleaning","amanda@comcleaning.biz","45322","","Foreclosure Services","Apartments","Cleaning Contractors","Foreclosure Services,Apartments,Cleaning Contractors,Crime & Trauma Scene Clean Up,Retirement Apartments & Hotels","(937) 422-8489","4300 Northpoint Ct,Englewood,OH","5","1","",""
"95. ","New Carlisle Federal Savings Bank","","45344","http://www.sunriseseniorliving.com","Assisted Living & Elder Care Services","","","Assisted Living & Elder Care Services","(937) 845-3636","400 N Main St,New Carlisle,OH","5","1","",""
"96. ","FirstLight Home Care","","45402","http://firstlighthomecare.com","Assisted Living & Elder Care Services","Health & Welfare Clinics","Home Health Services","Assisted Living & Elder Care Services,Health & Welfare Clinics,Home Health Services,Long Term Care Insurance,Nursing Homes-Intermediate Care Facility","(937) 550-1299","322 S Patterson Blvd Suite 204,Dayton,OH","5","1","",""
"97. ","Elder Care Concepts, Inc.","","43615","http://www.eldercareconcepts.com","Assisted Living & Elder Care Services","Elder Law Attorneys","Home Health Services","Assisted Living & Elder Care Services,Elder Law Attorneys,Home Health Services,Nursing Homes Referral Service,Social Services-Information & Referral Programs","(419) 214-0204","4334 W Central Ave Ste 238,Toledo,OH","5","1","",""
"98. ","Vancrest Health Care Center","","45320","http://vancrest.com/eaton","Home Health Services","Assisted Living & Elder Care Services","Medical Clinics","Home Health Services,Assisted Living & Elder Care Services,Medical Clinics,Physical Therapists,Rehabilitation Services","(937) 456-3010","1600 Park Ave,Eaton,OH","5","1","",""
"99. ","Right at Home","","45458","http://www.rightathomedayton.com","Eldercare-Home Health Services","Assisted Living & Elder Care Services","Home Health Services","Eldercare-Home Health Services,Assisted Living & Elder Care Services,Home Health Services","(937) 291-2244","10801 Yankee St,Dayton,OH","5","1","",""
"100. ","Senior Helpers","","45459","http://www.seniorhelpers.com","Eldercare-Home Health Services","Assisted Living & Elder Care Services","Home Health Services","Eldercare-Home Health Services,Assisted Living & Elder Care Services,Home Health Services","(937) 424-2280","7045 Corporate Way Ste 1,Dayton,OH","5","1","",""
"101. ","August Health Services, Inc.","","44131","http://www.augusthealth.com","Home Health Services","Assisted Living & Elder Care Services","Physicians & Surgeons","Home Health Services,Assisted Living & Elder Care Services,Physicians & Surgeons,Surgery-General","(216) 524-2521",",Independence,OH","5","1","",""
"102. ","Goodyear Ponds Home Health & Assisted Living Homes","","44307","","Home Health Services","Assisted Living & Elder Care Services","Eldercare-Home Health Services","Home Health Services,Assisted Living & Elder Care Services,Eldercare-Home Health Services","(330) 573-9821","924 Vernon Odom Blvd,Akron,OH","5","1","",""
"103. ","BrightStar Care","","45459","http://www.brightstarcare.com","Home Health Services","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Home Health Services,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Child Care,Rehabilitation Services,Transportation Services","(908) 322-8200","2300 Miamisburg Centerville Rd,Dayton,OH","5","1","",""
"104. ","Central Connections","info@centralconnections.org","45044","http://www.centralconnections.org/home.html","Banquet Halls & Reception Facilities","Exercise & Physical Fitness Programs","Senior Citizens Services & Organizations","Banquet Halls & Reception Facilities,Exercise & Physical Fitness Programs,Senior Citizens Services & Organizations,Social Service Organizations,Transportation Providers,Transportation Services","(513) 423-1734","3907 Central Ave,Middletown,OH","5","1","",""
"105. ","Pickerington Senior Center","","43147","http://www.pickeringtonseniorcenter.homestead.com","Senior Citizens Services & Organizations","Senior Citizen Counseling","","Senior Citizens Services & Organizations,Senior Citizen Counseling","(614) 837-3020","150 Hereford Dr,Pickerington,OH","5","1","",""
"106. ","Kindred Transitional Care and Rehabilitation - Logan","","43138","","Nursing & Convalescent Homes","Rehabilitation Services","","Nursing & Convalescent Homes,Rehabilitation Services","(740) 385-2155","300 Arlington Ave,Logan,OH","5","1","",""
"107. ","Lakewood Senior Health Campus","","44107","http://www.lshc-oh.net","Assisted Living Facilities","Rehabilitation Services","Residential Care Facilities","Assisted Living Facilities,Rehabilitation Services,Residential Care Facilities","(216) 226-4010","13900 Detroit Ave,Lakewood,OH","5","1","",""
"108. ","Devine Home Health Care","","43081","http://www.buckeyehomehealth.net","Home Health Services","Eldercare-Home Health Services","Nurses","Home Health Services,Eldercare-Home Health Services,Nurses,Nurses-Home Services,Physical Therapists,Senior Citizens Services & Organizations,Sitting Services","(614) 523-1400","635 Park Meadow Rd Ste 110,Westerville,OH","5","1","",""
"109. ","Pine Valley Care Center","","44286","http://communicarehealth.com","Nursing & Convalescent Homes","Medical Clinics","Physical Therapists","Nursing & Convalescent Homes,Medical Clinics,Physical Therapists,Residential Care Facilities","(330) 659-6166","4360 Brecksville Rd,Richfield,OH","5","1","",""
"110. ","Village Care Nursing Center","","44833","","Nursing & Convalescent Homes","","","Nursing & Convalescent Homes","(419) 468-1090","925 Wagner Ave,Galion,OH","5","1","",""
"111. ","Brookview Healthcare Center","","43512","http://www.brookviewhealthcare.com","Residential Care Facilities","Nursing & Convalescent Homes","","Residential Care Facilities,Nursing & Convalescent Homes","(419) 784-1014","214 Harding St,Defiance,OH","5","1","",""
"112. ","Kindred Transitional Care and Rehabilitation - Newark","","43055","http://www.kindrednewark.com","Nursing & Convalescent Homes","Rehabilitation Services","","Nursing & Convalescent Homes,Rehabilitation Services","(740) 344-0357","75 McMillen Dr,Newark,OH","","","",""
"113. ","Ohio Heartland Community Action Commission","karenw@ohcac.org","43302","http://www.ohcac.org","Senior Citizens Services & Organizations","County & Parish Government","Government Offices","Senior Citizens Services & Organizations,County & Parish Government,Government Offices,Social Service Organizations","(740) 387-1039","372 E Center St,Marion,OH","5","1","",""
"114. ","FirstLight Home Care","","45315","http://www.firstlighthomecare.com/home-healthcare-Clayton","Home Health Services","Senior Citizens Services & Organizations","","Home Health Services,Senior Citizens Services & Organizations","(937) 836-9624","7561 Jacks Ln,Clayton,OH","5","1","",""
"115. ","Canton Regency","","44708","http://www.capitalsenior.com/cantonregency","Residential Care Facilities","Assisted Living Facilities","","Residential Care Facilities,Assisted Living Facilities","(877) 927-4841","4507 22nd St NW,Canton,OH","5","1","",""
"116. ","Stein Hospice Service, Inc.","","44870","https://www.steinhospice.org","Hospices","Home Health Services","Nursing & Convalescent Homes","Hospices,Home Health Services,Nursing & Convalescent Homes,Physicians & Surgeons,Social Service Organizations","(419) 625-5269","1200 Sycamore Line,Sandusky,OH","5","1","",""
"117. ","Erie County Senior Center","mail@servingourseniors.org","44870","http://www.eriesenior.org","Senior Citizens Services & Organizations","","","Senior Citizens Services & Organizations","(419) 626-2560","620 E Water St,Sandusky,OH","5","1","",""
"118. ","Heartland Hospice","","43229","http://www.heartlandhomehealth.com","Hospices","Eldercare-Home Health Services","Home Health Services","Hospices,Eldercare-Home Health Services,Home Health Services,Nurses,Nursing Homes-Skilled Nursing Facility","(877) 840-9856","6500 Busch Blvd Ste 210,Columbus,OH","5","1","",""
"119. ","Family First Home Care Agency","","44121","","Home Health Services","Eldercare-Home Health Services","Senior Citizens Services & Organizations","Home Health Services,Eldercare-Home Health Services,Senior Citizens Services & Organizations","(216) 848-0682","4425 Mayfield Rd Ste 8,Cleveland,OH","5","1","",""
"120. ","Riverside Apartments","","43832","http://www.riversidemanor.com","Assisted Living Facilities","Apartments","Nursing Homes-Intermediate Care Facility","Assisted Living Facilities,Apartments,Nursing Homes-Intermediate Care Facility,Residential Care Facilities","(740) 498-8495","1110 E State Rd,Newcomerstown,OH","5","1","",""
"151. ","Magnolia by Sanctuary Health Network","","44281","http://www.shnmagnolia.com","Nursing Homes-Skilled Nursing Facility","Homes-Institutional & Aged","Outpatient Services","Nursing Homes-Skilled Nursing Facility,Homes-Institutional & Aged,Outpatient Services,Rehabilitation Services","(330) 335-1558","365 Johnson Rd,Wadsworth,OH","4","1","",""
"152. ","Schoenbrunn Healthcare","","44663","http://www.schoenbrunnhealthcare.com","Hospices","Nursing & Convalescent Homes","Nursing Homes-Skilled Nursing Facility","Hospices,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Personal Care Homes,Rehabilitation Services","(330) 339-3595","2594 E High Ave,New Philadelphia,OH","4","1","",""
"153. ","Harmar Place","","44663","https://www.unitedchurchhomes.org/harmar-place?utm_source=ExtNet&utm_medium=Yext","Residential Care Facilities","Assisted Living & Elder Care Services","Nursing & Convalescent Homes","Residential Care Facilities,Assisted Living & Elder Care Services,Nursing & Convalescent Homes","(740) 376-5600",",,OH","4","1","",""
"154. ","Countryside Continuing Care Center","","43420","http://www.libertynursingcenters.com","Nursing & Convalescent Homes","Nursing Homes-Skilled Nursing Facility","Residential Care Facilities","Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities","(419) 334-2602","1865 Countryside Dr,Fremont,OH","4","1","",""
"155. ","Harbor House","","44663","http://www.harbor-house.com","Assisted Living Facilities","","","Assisted Living Facilities","(330) 364-1374","349 E High Ave,New Philadelphia,OH","4","1","",""
"156. ","Breckenridge Village","","44094","","Assisted Living Facilities","","","Assisted Living Facilities","(440) 942-4342","4950 Northridge Dr,Willoughby,OH","4","1","",""
"157. ","Heartland of Perrysburg","","43551","http://www.hcr-manorcare.com","Residential Care Facilities","Nursing Homes-Skilled Nursing Facility","","Residential Care Facilities,Nursing Homes-Skilled Nursing Facility","(419) 874-3578","10540 Fremont Pike,Perrysburg,OH","4","1","",""
"158. ","Diplomat Healthcare","","44133","http://www.saberhealth.com/p/senior_living/about_us_10437/north-royalton-oh-44133/diplomat-healthcare-10437","Nursing & Convalescent Homes","Nurses-Home Services","Nursing Homes-Skilled Nursing Facility","Nursing & Convalescent Homes,Nurses-Home Services,Nursing Homes-Skilled Nursing Facility","(440) 237-3104","9001 W 130th St,North Royalton,OH","4","4","",""
"159. ","Visiting Angels","","44278","http://www.visitingangels.com/akron/home","Home Health Services","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Home Health Services,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Senior Citizens Services & Organizations","(330) 733-1532","22 Northwest Ave,Tallmadge,OH","3.5","6","",""
"160. ","Belmont Manor Nursing Home","","43950","http://www.lancianursinghomes.com","Nursing & Convalescent Homes","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing & Convalescent Homes,Assisted Living & Elder Care Services,Assisted Living Facilities,Elderly Homes,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Retirement Apartments & Hotels","(740) 695-4404","51999 Guirino Dr,Saint Clairsville,OH","3.5","3","",""
"161. ","The Carriage House","","43920","http://www.thecarriagehouseoh.com?y_source=1_mja4otmxmtitntuzlwxvy2f0aw9ulndlynnpdgu%3d","Assisted Living Facilities","Assisted Living & Elder Care Services","Elderly Homes","Assisted Living Facilities,Assisted Living & Elder Care Services,Elderly Homes,Homes-Institutional & Aged,Retirement Communities","(330) 385-0670","509 Broadway St,East Liverpool,OH","3.5","3","",""
"162. ","Judson Park","","44106","","Nursing & Convalescent Homes","Adult Day Care Centers","Assisted Living & Elder Care Services","Nursing & Convalescent Homes,Adult Day Care Centers,Assisted Living & Elder Care Services,Assisted Living Facilities,Residential Care Facilities,Retirement Apartments & Hotels","(216) 532-1350","2181 Ambleside Dr,Cleveland,OH","3.5","3","",""
"163. ","Senior Star at West Park Place","","43606","http://www.seniorstar.com/westparkplace","Assisted Living Facilities","Assisted Living & Elder Care Services","Elderly Homes","Assisted Living Facilities,Assisted Living & Elder Care Services,Elderly Homes,Home Health Services,Nursing Homes-Intermediate Care Facility,Residential Care Facilities,Retirement Communities,Senior Citizens Services & Organizations","(419) 531-9211","3501 Executive Pkwy,Toledo,OH","3.5","3","",""
"164. ","Harbor Care","","44077","","Eldercare-Home Health Services","Assisted Living & Elder Care Services","Assisted Living Facilities","Eldercare-Home Health Services,Assisted Living & Elder Care Services,Assisted Living Facilities,Elderly Homes,Homes-Institutional & Aged","(440) 639-9763","523 Plum St,Fairport Harbor,OH","3.5","3","",""
"165. ","Terrace View Gardens","","45211","http://carington.com","Nursing & Convalescent Homes","Retirement Apartments & Hotels","","Nursing & Convalescent Homes,Retirement Apartments & Hotels","(513) 481-2201","3904 N Bend Rd,Cincinnati,OH","3.5","3","",""
"166. ","Cityview Nursing & Rehabilitation Center","","44103","http://www.communicarehealth.com","Nursing Homes-Skilled Nursing Facility","","","Nursing Homes-Skilled Nursing Facility","(216) 361-1414","6606 Carnegie Ave,Cleveland,OH","3.5","3","",""
"167. ","J & K In-Home Care Inc","","45404","","Home Health Services","Senior Citizens Services & Organizations","","Home Health Services,Senior Citizens Services & Organizations","(937) 223-1635","12 Naas Pl,Dayton,OH","3.5","3","",""
"168. ","Chesterwood Village","","45069","http://www.hillandale.com","Assisted Living Facilities","Alzheimer's Care & Services","Nursing & Convalescent Homes","Assisted Living Facilities,Alzheimer's Care & Services,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Residential Care Facilities,Senior Citizens Services & Organizations","(513) 777-1400","8073 Tylersville Rd,West Chester,OH","","","",""
"169. ","Plum Creek Senior Assisted Living Community","","44212","http://www.plumcreekseniorliving.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Residential Care Facilities","Assisted Living Facilities,Assisted Living & Elder Care Services,Residential Care Facilities","(330) 220-4900","891 Marks Rd,Brunswick,OH","3.5","2","",""
"170. ","Sunrise of Worthington","","43085","http://www.sunriseseniorliving.com","Assisted Living & Elder Care Services","","","Assisted Living & Elder Care Services","(614) 846-6500","6525 N High St,Worthington,OH","3.5","2","",""
"171. ","The Laurels Of Defiance","","43512","http://www.laurelsofdefiance.com","Rehabilitation Services","Nursing & Convalescent Homes","Occupational Therapists","Rehabilitation Services,Nursing & Convalescent Homes,Occupational Therapists,Physical Therapists,Physical Therapy Clinics,Physicians & Surgeons","(419) 782-7879","1701 Jefferson Ave,Defiance,OH","3.5","2","",""
"172. ","The Gardens at Cuyahoga Falls","","44223","https://inspiritseniorliving.com/gardenscf?utm_source=ExtNet&utm_medium=Yext","Hospices","Assisted Living & Elder Care Services","","Hospices,Assisted Living & Elder Care Services","(330) 928-4500","45 Chart Rd,Cuyahoga Falls,OH","3.5","3","",""
"173. ","Parkside Villa","","44130","http://www.lhshealth.com/parkside-villa","Nursing & Convalescent Homes","Alzheimer's Care & Services","Assisted Living Facilities","Nursing & Convalescent Homes,Alzheimer's Care & Services,Assisted Living Facilities,Medical Clinics,Nursing Homes-Skilled Nursing Facility,Physical Therapists,Rehabilitation Services,Residential Care Facilities","(440) 260-7626","7040 Hepburn Rd,Cleveland,OH","3.5","4","",""
"174. ","Brookdale Gardens at Westlake","","44145","https://www.brookdale.com/en/communities/brookdale-gardens-at-westlake.html?cid=yext","Assisted Living Facilities","Assisted Living & Elder Care Services","Nursing & Convalescent Homes","Assisted Living Facilities,Assisted Living & Elder Care Services,Nursing & Convalescent Homes,Residential Care Facilities,Retirement Communities","(440) 892-9777","27569 Detroit Rd,Westlake,OH","3","5","",""
"175. ","The Laurels of Hilliard","","43026","http://www.laurelsofhilliard.com","Nursing Homes-Skilled Nursing Facility","","","Nursing Homes-Skilled Nursing Facility","(614) 876-7356","5471 Scioto Darby Rd,Hilliard,OH","3","10","",""
"176. ","Brookwood Retirement Community","","45241","http://www.hcmg.com","Assisted Living Facilities","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Assisted Living Facilities,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Home Health Services,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Senior Citizens Services & Organizations","(513) 605-2000","12100 Reed Hartman Hwy,Cincinnati,OH","3","8","",""
"177. ","McKinley  Health Care Centerm,OHIO","","44702","","Assisted Living & Elder Care Services","Alzheimer's Care & Services","Assisted Living Facilities","Assisted Living & Elder Care Services,Alzheimer's Care & Services,Assisted Living Facilities,Elderly Homes,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Retirement Communities","(330) 456-1014","800 Market Ave N,Canton,OH","3","2","",""
"178. ","Broadview Multi-Care Center","","44134","http://www.broadviewmulticare.com","Assisted Living & Elder Care Services","Adult Day Care Centers","Alzheimer's Care & Services","Assisted Living & Elder Care Services,Adult Day Care Centers,Alzheimer's Care & Services,Assisted Living Facilities,Medical Clinics,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Physical Therapists,Physical Therapy Clinics,Rehabilitation Services","(216) 749-4010","5520 Broadview Rd,Cleveland,OH","3","2","",""
"179. ","Brookhaven Villas","","45309","http://www.brookhavenoh.org","Nursing Homes-Skilled Nursing Facility","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing Homes-Skilled Nursing Facility,Assisted Living & Elder Care Services,Assisted Living Facilities,Home Health Services,Medical Clinics,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Rehabilitation Services,Retirement Communities,Senior Citizens Services & Organizations","(937) 833-2133","1 Country Ln,Brookville,OH","3","2","",""
"180. ","Cedarwood Plaza","","44106","http://www.lhshealth.com/cedarwood-plaza","Nursing & Convalescent Homes","Assisted Living & Elder Care Services","Homes-Institutional & Aged","Nursing & Convalescent Homes,Assisted Living & Elder Care Services,Homes-Institutional & Aged,Medical Clinics,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Retirement Communities","(216) 371-3600","12504 Cedar Rd,Cleveland,OH","3","2","",""
